hostname,TIC_ID,GaiaDR3_ID,Tmag
HIP 65 A,201248411,4923860051276772608,9.9005
HIP 65407,165454978,1553084230347385344,8.6487
HIP 65426,438702139,6070080754075553792,6.9476
HIP 65891,68418284,5870273893372957440,5.8906
HIP 66074,298130822,1712614124767394816,8.9898
HIP 67522,166527623,6113920619134019456,9.1871
HIP 67537,166526615,6114034246789494528,5.5913
HIP 67851,111947706,6169943210465504384,5.2887
HIP 70849,127382459,6099000589942631424,8.77901
HIP 71135,457695809,5897706154359881088,9.1603
HIP 74890,148153804,6004107513791584512,6.1409
HIP 75092,225884682,6214741299913205888,6.2292
HIP 77900,24133681,6233740654686482560,6.21296
HIP 78530,1259690584,6243537406369453824,7.09022
HIP 79098 AB,48908494,6242058872466158848,5.84026
HIP 79431,49324530,6245870673116518784,9.04952
HIP 8152,164767175,5140454049422547200,9.45661
HIP 8541,231019255,4912062772547406976,6.9172
HIP 90988,404598466,6703673951620872192,6.8641
HIP 91258,383675945,2159653734187847168,7.9605
HIP 94235,464646604,6632318361397624960,7.7582
HIP 948,120523708,4996711836306613120,8.872
HIP 9618,306263608,94468978202180352,8.5725
HIP 97166,237222864,2288221003213039488,9.1416
HIP 97233,251662732,4238527753544691712,6.4884
HIP 99770,10988057,2060523518197844608,4.7906
HN Lib,294401924,6324325225803432320,8.56822
HN Peg,301880196,1772187382746856320,5.4198
HR 2562,167656187,5480006192386819456,5.6801
HR 5183,379117362,3721126409323324416,5.7558
HR 810,166853853,4745373133284418816,4.8754
HR 858,178155732,5064574724769475968,5.9053
HR 8799,245368902,2832463659640297472,5.7051
HS Psc,353804063,295713106830535424,9.5214
HU Aqr,364173220,6911950900211768704,16.06
IC 4651 9122,214416505,5949553973093167104,9.8344
iot Dra,165722603,1614731957531452544,2.2711
IRAS 04125+2902,56658270,164800235906366976,12.8131
ISO-Oph 96,175629533,6049072213596652288,14.9453
ITG 15 A,150058659,148400229703257856,13.5218
K2-10,363573185,3798690151434945280,11.7442
K2-100,307733361,664337230586013312,10.0121
K2-101,175265494,661004400386393984,12.0339
K2-102,175262071,661310756111835392,12.1854
K2-104,175194958,664292459846946560,14.2749
K2-105,6892385,651907079835937280,11.2089
K2-107,414843476,4081684580199958528,12.2834
K2-108,27635334,655794055300531456,11.6736
K2-11,301609547,3810535361999701376,12.6097
K2-110,287333762,3613175223837135616,11.0552
K2-111,14227229,53006669599267328,10.4561
K2-113,376939759,2564787622577189760,13.0121
K2-114,366576758,602494855483616256,13.6674
K2-115,7020254,650778499868023296,12.7462
K2-116,39936432,2602406721431348096,9.5966
K2-117,458686847,597829077890316928,12.7482
K2-118,293496724,609814922864694400,13.1313
K2-119,293460551,658274970145911424,13.8223
K2-12,396972464,3800129201701685504,11.637
K2-121,7059054,662078902422542336,12.244
K2-122,14635562,663843343706623232,11.3839
K2-123,197249801,685065155072248192,13.1214
K2-124,197221381,686230534318440960,14.2787
K2-125,405673618,3606324613561098368,14.027
K2-126,422349422,3606785098479012864,11.6297
K2-127,187309502,3613472293839371136,14.1986
K2-128,677945,3618386664139093504,11.5155
K2-129,2468648,6769308026926349056,11.2323
K2-13,363479723,3811032513054107648,12.2692
K2-130,12181371,4083382672829717504,11.6011
K2-131,176868951,3580920878437938688,11.3328
K2-132,152852327,3582339626395387264,11.0295
K2-133,150096001,148080473682357376,12.3252
K2-136,18310799,145916050683920128,10.1192
K2-137,98720702,3583729340372873344,13.2396
K2-138,4610830,2413596935442139520,11.5018
K2-139,11023038,4084602654011029376,10.9139
K2-14,366683184,3892632287473304064,14.611
K2-140,380255458,3579426053724051584,12.0213
K2-141,301235044,2643952940813536768,10.0298
K2-146,175261852,661192902209491456,13.7247
K2-147,398275886,6764974194470777600,12.1427
K2-148,423358488,2536443724641751808,12.2481
K2-149,429035886,2557342829345854208,12.7422
K2-15,366696612,3896271842760486272,13.8622
K2-150,376879419,2579495171146737280,13.6157
K2-151,376936928,2579620343673729408,12.2448
K2-152,56754291,3596508242468505216,12.1016
K2-153,397056271,3700937760929835648,13.2766
K2-154,175371068,3683121446312149504,12.3813
K2-155,17307715,145333927996558976,11.4529
K2-156,176868262,3596250888028092160,12.2048
K2-157,349445372,3596333042162818304,12.1305
K2-158,35021200,3596003497911958528,11.1171
K2-159,35064295,3600851450836925312,11.1353
K2-16,281886199,3897048338487064064,13.6771
K2-160,349456525,3598004677793811584,12.0799
K2-161,349445839,3598019899158204160,11.751
K2-162,94892940,3694878833385971840,11.3314
K2-163,56760743,3697972721667206144,12.1703
K2-164,173090902,3797456808626205696,10.6964
K2-165,149969625,3700016198387202304,10.7875
K2-166,377171980,3701015375282968064,11.549
K2-167,69747919,2594479109451475456,7.7275
K2-168,437695245,6826271727199243264,11.6244
K2-169,12770870,2599322178998513664,11.5022
K2-17,291090078,3899064464855774592,12.2066
K2-170,188509935,2599451994385832448,12.0676
K2-171,206241306,2612301329648852224,11.8767
K2-172,188507501,2602237602799035008,11.792
K2-173,242993844,39404267653786624,11.6182
K2-174,243014114,46217666333148416,11.2723
K2-175,435279748,55077599749605504,10.1814
K2-176,440724456,49842515651843200,12.0651
K2-177,114031109,63416845689590400,11.8427
K2-178,26078330,61624573016925824,11.584
K2-179,14078624,65797082206292224,12.0556
K2-18,388804061,3910747531814692736,11.2373
K2-180,366411016,600750922666388992,11.8964
K2-181,366528389,600874445926411264,12.0873
K2-182,366631954,601480723509077632,11.1704
K2-183,60256211,652007410271734912,12.1741
K2-184,21244210,651522834880015872,9.6071
K2-185,337607207,609508120464763264,11.6325
K2-186,203228393,612404474610535936,11.7386
K2-187,332024125,689268759823937280,12.3562
K2-188,175236511,666195851913506816,12.0789
K2-189,422349881,3606343094804432128,11.7537
K2-19,281885301,3798833775141351552,12.3049
K2-190,392469577,3607243530404017280,10.4878
K2-191,335102224,3610048418926172032,12.4159
K2-192,187273811,3613467311677116160,11.898
K2-193,741596,3616526878875985536,12.5994
K2-194,706595,3618361345307363584,12.4533
K2-195,178941218,3624969886932157568,11.8767
K2-196,178954837,3625009164407557760,11.5279
K2-197,179032688,3630460126445437440,11.5275
K2-198,135043332,3628687065162340224,10.4556
K2-199,2621212,3620501712193719296,11.2309
K2-200,115072772,3635174042031610496,11.6759
K2-201,125060509,6771370981322320128,11.4107
K2-202,441907126,4078733014274957184,12.4419
K2-203,333605244,2535901287452166400,11.5474
K2-204,248351386,2533185974768028032,12.4611
K2-205,344661825,2536584771367726336,11.8374
K2-206,257392778,2549096011101118080,12.2619
K2-207,257571543,2549087623029238400,12.4815
K2-208,399722652,2534388703049641472,11.8333
K2-209,257436461,2537467988442521600,10.1095
K2-21,240766850,2596888100773300224,11.4644
K2-210,388801714,2538051863476537984,11.0759
K2-211,399731211,2559203924574351616,12.383
K2-212,388811663,2538824923230146560,11.7603
K2-213,257435562,2551651031310145024,11.6049
K2-214,344657681,2551946391916754176,11.1651
K2-215,376905329,2564621115285038208,12.3609
K2-216,418761354,2556231154370582400,11.375
K2-217,405333767,2556248536102683008,11.601
K2-218,266014458,2556472119215785728,12.2418
K2-219,266014079,2581741400387500544,11.4427
K2-22,363445338,3811002791880297600,13.9558
K2-220,266012991,2581918597853527424,11.2429
K2-221,257801011,2582898606311167872,11.9217
K2-222,257774438,2584093844170270720,8.97055
K2-223,98594138,3578046995560843520,10.8242
K2-224,32425577,3578783977588991360,12.0532
K2-225,98677125,3579573358218514944,11.0277
K2-226,176938958,3581264372742210048,11.5473
K2-227,156599123,3675261140764265728,11.0373
K2-228,98751904,3583611726988838144,11.9808
K2-229,98720809,3583630934082556416,10.2496
K2-230,288527728,3676684252407983488,12.1641
K2-231,130538732,4184182737768311296,12.0386
K2-232,68577662,3406687485600728192,9.31437
K2-233,428820090,6253186686054822784,9.8125
K2-237,16288184,6032746832450438400,11.0657
K2-238,404243877,2631270761382148224,13.1749
K2-239,374339566,3857872051994269824,12.2352
K2-24,68048686,6049750234317822208,10.371
K2-240,432247315,6257625719430982016,11.6392
K2-241,152805642,3594882751966012160,11.2209
K2-242,152701771,3595647565382917120,14.145
K2-243,96199085,3597570989175080576,10.3748
K2-244,56814628,3597981377595128704,11.188
K2-245,147677253,3694743765254445312,12.1485
K2-246,56721373,3697828548204889344,13.8852
K2-247,110999033,3578596339057980160,13.5498
K2-248,176869982,3582057258065666816,12.7652
K2-249,176910179,3582098107498270208,11.9675
K2-25,434226736,3311804515502788352,13.0275
K2-250,98591691,3582706794559052160,13.3793
K2-251,156584871,3675248118423392256,13.6875
K2-252,152868838,3582392123779246336,12.0482
K2-253,98669309,3584368019189709952,14.1768
K2-254,147683165,3596876269626641664,13.018
K2-255,51664268,3682825883842696832,12.5851
K2-257,130640162,3695235654973028736,11.808
K2-258,130634730,3695568295896473856,12.7187
K2-259,377259959,3700295641843380224,11.9718
K2-26,83181153,3425691139632545152,12.7079
K2-260,293612446,3394923127797114496,12.0364
K2-261,281731203,3807826337147474176,9.9623
K2-263,21276520,657756997089784960,10.9027
K2-264,184914317,661167785238757376,14.4893
K2-265,146364192,2597119620985658496,10.4222
K2-266,374180079,3855246074629979264,10.6269
K2-268,444037742,604743013163971072,12.986
K2-269,21339280,603087247436468608,11.014
K2-27,363548415,3798552815560689792,11.9186
K2-270,293375721,608395625151767680,12.8344
K2-271,60286662,655863775507590400,13.2027
K2-272,46259692,659826037455527040,13.1736
K2-273,175233369,659701895721176192,12.5831
K2-274,195193560,664406705976755712,12.3198
K2-275,332022997,661598415839633024,11.1983
K2-276,14570090,677884313351354880,13.756
K2-277,404421005,3604866386264961792,9.66562
K2-278,422334505,3606596502170799104,12.7702
K2-279,709015,3632489004572617088,11.1224
K2-28,39926974,2622296783699476864,13.3455
K2-280,119605900,6772454416893148928,11.8657
K2-281,380884458,2577432178095422976,14.0978
K2-282,266030192,2580848395082660992,13.2667
K2-283,266017624,2581916673708201216,13.4901
K2-284,5882269,3413793491812093824,12.0394
K2-285,262715204,2657374606238804992,11.2451
K2-286,297373047,6264513270727342080,11.3428
K2-287,73848324,6239702034929248512,10.4838
K2-289,413753029,4325505960880989952,12.8575
K2-29,56399553,150054788545735424,11.5476
K2-290,70803960,6253844468883543680,10.3985
K2-291,27039476,3409148746676599168,9.3928
K2-292,743941,3616931735377523712,9.31975
K2-293,49679172,2632493590110613760,12.6577
K2-294,49709169,2438623297559630592,11.905
K2-295,610976842,2564784633279953536,12.813
K2-3,173103335,3796690380302214272,10.5459
K2-30,26017005,61607255708760960,12.5489
K2-308,411697517,3393982701757444352,14.4087
K2-31,50171060,6050191241556876672,10.0198
K2-315,70298662,6255978483510095488,14.3273
K2-316,73943566,6239410080231903488,14.2731
K2-317,70412892,6255655673768103168,15.3938
K2-318,335322931,6258364939144564992,13.3545
K2-319,301540319,3811688440459523200,11.4131
K2-32,437444661,4130539180358512768,11.3692
K2-320,281748980,3864142669886768896,15.0356
K2-321,277833995,3856449627544923392,11.758
K2-322,277869696,3860369901894562304,12.3882
K2-323,392852196,3859431674878660864,12.9946
K2-324,392817207,3862378262961788288,13.4415
K2-325,8918021,2439222638771000448,14.8139
K2-326,422487869,2645727449501559680,14.1516
K2-329,301258470,2632880927441296640,11.9039
K2-33,49040478,6245758900889486720,12.9895
K2-330,366484980,601159910928534144,9.15722
K2-331,46296576,608206676654888064,10.7578
K2-332,330621494,607158571490718208,15.155
K2-333,330690135,607345660265955456,11.5559
K2-334,330687113,610858393758591104,10.999
K2-335,21247758,658060049982487040,12.1033
K2-336,46382728,611580390645372672,12.004
K2-337,20484888,658978451430055936,11.8104
K2-338,186814470,656201703533465088,12.3552
K2-339,175241633,659493675706526848,13.7069
K2-34,178217113,665757593450097920,11.0514
K2-340,178246831,662705555330268928,13.6324
K2-341,175290685,661398407803108736,12.1346
K2-342,197215129,685749360542215296,10.6535
K2-343,197246627,685818492336147072,14.0431
K2-344,203289099,685235991691684352,11.7538
K2-345,238608004,685979983106267136,13.6347
K2-346,14570099,677884760027950080,11.0384
K2-347,14603874,678119333962115072,14.0838
K2-348,117275513,690310993768911104,11.7421
K2-349,347812320,3608708904525885440,13.6069
K2-35,363478257,3810609819552494976,13.1872
K2-350,294319820,3606709167752821632,12.8469
K2-351,187273748,3613442989278322432,13.5118
K2-352,86130229,632634358985725184,10.6699
K2-353,115010361,3638010855046147200,11.6271
K2-354,468989066,601314254872894080,13.2202
K2-355,186853124,650463970824290816,13.0561
K2-356,20536788,651370037123678080,12.6649
K2-357,293459761,610181468257262464,13.0172
K2-358,197241396,660400738439361280,13.0892
K2-36,363445121,3811989156889528320,10.9128
K2-365,220604190,6246622017519183616,10.9591
K2-366,49512708,6245607576304205952,11.4955
K2-367,12821302,2601048588348190976,12.6884
K2-368,38136597,2613924969021549440,12.5832
K2-369,49984349,2616766622463761024,10.9307
K2-37,68504570,6049595065740634624,11.6368
K2-370,456945304,144150720342734208,10.3729
K2-371,366622912,602466302541172736,13.7988
K2-372,333800257,602348482997667840,12.9673
K2-373,27626711,650623262571412480,10.031
K2-374,321285788,607937055787752576,12.229
K2-375,175290532,661453074146753152,12.522
K2-376,117414377,690025807939789184,9.89519
K2-377,422325510,3610557458450018944,12.8351
K2-378,741119,3616517223789495424,14.8943
K2-379,90090343,4072055435329128576,12.2054
K2-38,12666215,6237129658760381056,10.6554
K2-380,90605642,4073600356552513280,10.9139
K2-381,10195089,4081376064109034496,11.9607
K2-382,187960878,4083952670840373504,12.2416
K2-383,31244979,4098446119569242752,11.8437
K2-384,399702475,2535107508776249856,13.7658
K2-385,257429687,2552976943549668352,13.7196
K2-386,376879052,2576755978444329216,12.5343
K2-387,376938120,2580505553613124992,14.4498
K2-388,49735922,2433621314222365312,12.1093
K2-389,9030096,2435647095676990592,11.1312
K2-39,250977648,2609222216055014144,9.9735
K2-390,9030119,2435650050614494336,12.8466
K2-391,9054633,2439325924144650368,11.8194
K2-392,8963531,2439238852271933568,12.2338
K2-393,279046938,2651117427299894656,11.3202
K2-394,436575927,3406132644545570432,11.4398
K2-395,245946724,3310124801036651008,13.3168
K2-396,59088823,3405720400701167104,12.2978
K2-397,6139066,3414370975935397888,11.1344
K2-398,281660552,3809028584392561408,12.6036
K2-4,49462779,3792100950048409344,13.533
K2-400,345034874,3859918999047978240,12.7763
K2-401,345063080,3860043690538404992,12.9442
K2-402,393548451,3865287467650348928,12.3928
K2-403,365007485,3867810120985878272,11.6575
K2-404,61312205,3884361314332210304,12.8475
K2-405,149496868,3871908447498807296,11.9783
K2-406,292202337,6214868495365748096,9.046
K2-407,422685031,6239581123010344960,11.4565
K2-408,432247186,6257641627989839744,11.2181
K2-409,432261603,6307338080392893696,12.1186
K2-411,440701570,50884474718017408,11.4618
K2-412,69274518,3409152693750235008,14.3376
K2-413,423610130,2439890557725244800,13.7731
K2-414,301288279,2634046753364013440,13.2051
K2-415,323687123,604215144503584640,12.4289
K2-416,301132473,2632278807386060288,12.8964
K2-417,49592509,2437684039751295744,12.1559
K2-419 A,437054764,605593554127479936,14.6831
K2-42,82054726,3599651986730350464,13.9576
K2-43,443616612,3789847707126025600,13.7701
K2-44,49427836,3793339378098543616,11.5968
K2-45,38087018,3790858845506203264,14.6026
K2-46,49430892,3794162976731206272,11.5642
K2-47,301603728,3811760011794444928,13.1612
K2-48,397022282,3799841752426128896,13.3379
K2-49,325335564,3895843479901597440,14.5115
K2-5,38064757,3791512745687354496,13.5383
K2-50,363444743,3817000078053804672,13.5014
K2-52,399155300,6049057713786919936,14.2904
K2-53,49652731,6244643373326639360,11.4608
K2-54,12822545,2594546351459477760,13.0367
K2-55,437704321,6825931948041984256,12.3071
K2-57,146799150,2603155390066307456,13.3833
K2-58,437703489,2599975224481836672,11.5544
K2-59,188570847,2597903091739512320,13.3397
K2-6,446672575,3794479262419500160,12.0593
K2-60,206284139,2597973387468989568,12.1112
K2-61,402314147,2598309945401588224,12.3951
K2-62,434094657,2612830229101544704,11.3633
K2-63,437699592,2612881429407251328,12.2886
K2-64,38129680,2613822710144971776,13.392
K2-66,50183101,2614121364991061888,11.5706
K2-68,38258419,2614734243939231232,12.0287
K2-69,39928614,2614926005638892032,13.9796
K2-7,53210555,3803494845449564672,12.6109
K2-70,250979498,2608811445383136768,12.2003
K2-71,402287746,2608279114251674624,14.0224
K2-72,38337202,2615653023342995584,13.1201
K2-73,38354061,2616071555020488960,11.2821
K2-74,251018878,2609566053956741888,12.0167
K2-75,250996363,2621784209417087360,12.1492
K2-77,435339847,37619725922094336,11.2867
K2-79,435339558,38127013099258880,11.2235
K2-8,38114658,3797977118144236288,13.7067
K2-80,242961495,38723395078288256,11.7617
K2-81,59040029,39738656627501056,13.139
K2-83,242988068,40139531695379328,12.8328
K2-84,434133930,44062348664673152,12.5186
K2-85,14160842,49784688211974144,11.2967
K2-86,25958378,55994798604873216,12.2517
K2-87,17409453,47908509057301120,12.9285
K2-88,113979956,56983706234931328,13.4274
K2-89,440687723,63206117414110848,12.2653
K2-9,82050863,3795633852707093120,13.7256
K2-90,14111411,65331198513957376,12.4067
K2-91,56520147,149858216482858112,13.0496
K2-95,195193025,659744295638254336,14.8549
K2-97,366568760,600859258922054272,11.6522
K2-98,366410512,601199802584914816,11.6718
K2-99,176966903,3620612011248988416,10.5593
kap And,176945734,1926476042681491712,4.2242
kap CrB,334753043,1372702716380418688,3.9341
Kapteyn,200385493,4810594479418041856,7.05289
KELT-1,432549364,2881784280929695360,10.2242
KELT-10,269217040,6710517793025165696,10.2748
KELT-11,55092869,3761497761876022400,7.3212
KELT-12,116242971,4608935250790855296,10.1213
KELT-14,134537478,5560886336446650240,10.3887
KELT-15,268644785,5489780919480009472,10.6815
KELT-16,236445129,1864885215233116032,11.4373
KELT-17,6893917,651935220461650560,9.02097
KELT-18,293687315,1612165353793791488,9.823
KELT-19 A,425206121,3142847477107193344,9.654
KELT-2 A,97735908,3438059369839738624,8.22398
KELT-20,69679391,2033123654092592384,7.55216
KELT-21,203189770,2054523105274216704,10.4219
KELT-23 A,458478250,1644692064543192704,9.76703
KELT-24,349827430,1076970406751899008,7.9179
KELT-3,67666096,806492023789218688,9.43351
KELT-4 A,165297570,727624020367528576,9.6022
KELT-6,165987272,1464700950221781504,9.8469
KELT-7,367366318,181908842994567936,8.14847
KELT-8,358516596,4534144923690481408,10.2025
KELT-9,16740101,2064327278651198336,7.58204
Kepler-10,377780790,2132155017099178624,10.4767
Kepler-100,159654016,2101733244046205568,10.6983
Kepler-1000,158322296,2130652843697474816,12.8515
Kepler-1001,405719252,2131178238457347712,14.8154
Kepler-1002,275494505,2077837115462974080,11.254
Kepler-1003,63074840,2126597054542193536,13.5821
Kepler-1004,28159194,2087243952836878080,12.7216
Kepler-1005,158215347,2105663727538050688,12.7409
Kepler-1007,272074477,2080381625890666496,14.0009
Kepler-1008,272491981,2079733154550359424,12.783
Kepler-1009,164411478,2105151526917259520,14.3615
Kepler-101,48304653,2131709921047710336,13.0805
Kepler-1010,158989909,2102899314789524480,14.124
Kepler-1011,273130565,2080310088916950016,14.6226
Kepler-1012,158986490,2127749342727327616,12.8119
Kepler-1013,159304741,2126890417989112832,13.7674
Kepler-1014,164883912,2105933417124075264,14.0956
Kepler-1015,63373862,2125896459478159360,12.4222
Kepler-1016,271164596,2080061393129929088,14.841
Kepler-1017,237188153,2103516759284836992,13.5818
Kepler-1018,164555061,2107016126838707200,14.517
Kepler-1019,164556761,2107596978215473024,12.8455
Kepler-102,123357864,2119583201145735808,10.8515
Kepler-1020,63362217,2128262161823652480,13.4392
Kepler-1021,271537790,2077902914366974464,14.6172
Kepler-1022,159051188,2127788822067165824,14.6155
Kepler-1023,299154193,2132678625152847232,13.9669
Kepler-1024,137349536,2052666992204482816,15.4243
Kepler-1025,164727439,2106595941599427072,13.1599
Kepler-1026,237192046,2103502465633672320,13.5766
Kepler-1027,158552426,2102600488143944192,12.3237
Kepler-1028,416265126,2132657390834750976,13.8156
Kepler-1029,137409907,2101670026430316416,13.6699
Kepler-103,121865656,2101243789577188736,11.8234
Kepler-1030,270617362,2128009617747394432,15.0765
Kepler-1032,122139228,2101146757674573568,15.0697
Kepler-1033,164560648,2106679126525940096,15.4256
Kepler-1034,120762990,2099851331117081600,14.4941
Kepler-1035,158927791,2102730157496733952,12.5364
Kepler-1036,27396869,2134950078738454016,13.2609
Kepler-1037,272282253,2080563320187721344,13.6376
Kepler-1038,268483792,2079028676836456960,14.2427
Kepler-1039,274020852,2079404572371719680,13.4007
Kepler-104,158553540,2102454253097554304,12.1596
Kepler-1040,48217265,2131701365472538112,12.8535
Kepler-1041,27007509,2135071712211140608,14.0013
Kepler-1042,121734006,2101233898269847296,15.0147
Kepler-1043,123358827,2119617320366308736,14.2929
Kepler-1044,275488493,2128374483807368576,14.8575
Kepler-1045,164670756,2106805501643509888,15.0041
Kepler-1046,272601000,2080369355161370240,12.8029
Kepler-1047,299029323,2133309160710350336,12.8429
Kepler-1048,123408693,2104704815958848000,14.1406
Kepler-1049,158489095,2131059628640021120,13.2115
Kepler-105,158625964,2130368310704421120,12.4008
Kepler-1050,48216453,2143749504651818368,12.6439
Kepler-1051,138968338,2076661630160275072,12.7667
Kepler-1052,271661839,2080466185207274880,14.3767
Kepler-1053,137152419,2052973309272223232,12.4452
Kepler-1054,159441326,2126979031752904192,13.639
Kepler-1055,159440697,2127020229079881856,12.6031
Kepler-1056,268935452,2085599186522693632,14.0208
Kepler-1057,169463893,2076891329311747584,15.0859
Kepler-1058,271164394,2080054761700390272,14.7895
Kepler-1059,121943952,2102249400337907456,14.868
Kepler-106,184997417,2082074942519913344,12.4022
Kepler-1060,120691237,2100653527927414272,14.1317
Kepler-1061,27776660,2135301338343246848,12.8066
Kepler-1062,120043084,2103714637018491136,14.0665
Kepler-1064,137315852,2051807620790721792,13.1773
Kepler-1065,378012771,2052203273182353920,14.9595
Kepler-1066,268379849,2085502463860057984,12.5183
Kepler-1067,351910733,2106374557504930944,13.7729
Kepler-1068,271165395,2128129876831370880,15.3229
Kepler-1069,417659970,2129215369685086080,12.618
Kepler-107,27988327,2086625752425381632,12.0146
Kepler-1070,26814296,2129064874031303936,13.5241
Kepler-1071,275490723,2126514556811478144,15.234
Kepler-1072,63072565,2126806992544494720,13.4318
Kepler-1073,138568416,2052069201482198784,14.032
Kepler-1074,164724987,2107240324132394496,14.0642
Kepler-1075,158489841,2130861785267379456,14.429
Kepler-1077,159574927,2101930164010053120,14.5244
Kepler-1078,275494550,2077837390345483904,15.0868
Kepler-1080,27847814,2086818579276362624,13.0301
Kepler-1081,122066167,2101476065707700480,13.1644
Kepler-1082,299218775,2133127363335546112,12.9171
Kepler-1083,164458639,2106904698207543936,15.2485
Kepler-1084,267749737,2129464546506876928,11.7648
Kepler-1085,158487108,2130321925058256384,14.8004
Kepler-1086,271545939,2080018374737161984,14.7736
Kepler-1087,271353794,2080070975195117312,12.3778
Kepler-1088,123316231,2104727081069413376,11.3685
Kepler-1089,350810654,2129928884010551936,14.5393
Kepler-109,122441003,2101175933393051008,11.887
Kepler-1090,271885110,2079650828617180288,14.4177
Kepler-1091,269262974,2075987599477644672,14.1958
Kepler-1092,273378026,2086320878467532032,14.154
Kepler-1093,120420344,2104037962156847744,13.4199
Kepler-1094,137549134,2051937019565051520,14.5067
Kepler-1095,138096962,2077580345142027136,14.0564
Kepler-1096,271255413,2080058266393766656,14.2802
Kepler-1097,123316380,2104822188824798848,14.6412
Kepler-1098,271763415,2078019187720711424,14.2291
Kepler-1099,299033164,2130969503047357952,14.6698
Kepler-11,169175503,2076960598545789824,13.2366
Kepler-110,26751563,2128925579652377472,12.5047
Kepler-1100,63009789,2126163675162475136,13.3971
Kepler-1101,271163971,2080048680026646912,14.5657
Kepler-1102,47976987,2119646801021958272,14.4697
Kepler-1103,399951202,2132808608042844160,13.6673
Kepler-1104,27186509,2135002576119495936,11.728
Kepler-1105,123231917,2116733198288204288,14.3245
Kepler-1106,159649503,2126198756455621376,14.198
Kepler-1107,122716169,2052965337812644352,13.5378
Kepler-1108,272083644,2080390353264322944,14.3925
Kepler-1109,137336979,2052983514114840192,13.7535
Kepler-111,63001143,2126569051355142656,12.9937
Kepler-1110,351060274,2052691044021500032,15.2296
Kepler-1111,271663670,2080016106994504704,14.2592
Kepler-1112,272841734,2086586273085111808,14.1915
Kepler-1113,122062725,2101006883479557504,14.2685
Kepler-1114,268612417,2085258750237006208,13.2211
Kepler-1115,138960099,2076483616656410496,11.7972
Kepler-1116,63076026,2126166733179219072,14.7188
Kepler-1117,26583640,2129755573491351040,13.6112
Kepler-1118,239238425,2076102635879020928,14.3673
Kepler-1119,272940104,2078920821617340416,14.5716
Kepler-112,272943597,2078722600285671936,13.2739
Kepler-1120,159573412,2101941434002832000,14.6662
Kepler-1121,28230581,2086505630781210752,11.6284
Kepler-1122,158664692,2130383394629702400,14.6001
Kepler-1123,27188610,2135239112857020032,14.2726
Kepler-1124,120963454,2099183583961614208,14.9389
Kepler-1125,184009076,2076598687419100800,14.3949
Kepler-1126,352013661,2106496607595412480,13.5888
Kepler-1127,275569511,2077805263989929728,14.6039
Kepler-1128,137972889,2053124285963894784,15.134
Kepler-1129,137212833,2101651781408908160,14.7803
Kepler-113,298834019,2133369840008452224,12.8077
Kepler-1130,164882482,2106406069684947840,11.8799
Kepler-1131,27642556,2134776218463088896,14.4623
Kepler-1132,405719448,2131151094264000640,14.9191
Kepler-1133,275569784,2077831239952281472,14.2821
Kepler-1134,271758442,2077892640805120128,15.2509
Kepler-1135,158114283,2106306082845810048,13.828
Kepler-1136,164671623,2106617691313437568,14.9222
Kepler-1137,399913391,2131213903865285760,12.3751
Kepler-1138,405685914,2131896494426821760,14.8371
Kepler-1139,121458495,2099735057762220288,13.5739
Kepler-114,27011135,2128939873302216320,13.0237
Kepler-1140,123359347,2119201533172444160,14.8165
Kepler-1141,159393734,2129369095153280000,11.9066
Kepler-1142,63366291,2126342380162345344,13.7797
Kepler-1143,121215172,2100405381897402496,14.5709
Kepler-1144,159226202,2127863623217139328,14.4496
Kepler-1145,271539239,2078012796808952832,14.8315
Kepler-1146,158322622,2130684695176129536,15.1732
Kepler-1147,137757057,2053636452223709696,14.8752
Kepler-1148,159581434,2127431274629643008,14.6597
Kepler-1149,270857274,2079920140245373184,14.4314
Kepler-115,273383120,2079368391569401600,12.9485
Kepler-1150,27913639,2086853351332014976,13.7478
Kepler-1151,63204022,2129254333627658112,14.3484
Kepler-1152,159382189,2126870351901388672,13.6628
Kepler-1153,158987296,2127307888808670976,15.2696
Kepler-1154,169561256,2073641344741406464,14.3389
Kepler-1155,121785676,2099713617285398528,14.2522
Kepler-1156,158842046,2127359737653864832,13.6831
Kepler-1157,164460347,2105106687459103488,13.682
Kepler-1158,137557778,2101670713625146112,13.1628
Kepler-1159,270955277,2079920552562267904,14.1001
Kepler-116,271260980,2078272831307891456,13.2931
Kepler-1160,158630233,2102983496146969856,15.2965
Kepler-1161,268390796,2079247239132750720,15.007
Kepler-1162,164522726,2106996095111385728,14.9515
Kepler-1163,406950324,2130026255211751808,11.7557
Kepler-1164,121275496,2099632837540824192,13.5197
Kepler-1165,158326744,2106208363750121728,13.9708
Kepler-1166,406951266,2133173542823321344,13.9408
Kepler-1167,273875149,2086441721667415424,15.2776
Kepler-1168,158412890,2131048324286015104,15.0158
Kepler-1169,271354748,2080098840942920704,12.2748
Kepler-117,299032847,2130959744881558272,13.8478
Kepler-1170,63125460,2125965007156694528,15.3012
Kepler-1171,138888759,2052136752727511552,11.172
Kepler-1172,122507231,2051103314872392192,15.3236
Kepler-1173,275490034,2128039304560957952,13.2177
Kepler-1174,123408863,2104710176078205440,13.7214
Kepler-1175,158986028,2127781228564883456,15.4099
Kepler-1176,273582656,2079323758268003968,14.5186
Kepler-1177,399826020,2131318426189833728,14.0312
Kepler-1178,158729099,2127340290041707520,13.3643
